Noonan syndrome with multiple lentigines	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1006	GO:BP	GO:0046328	regulation of JNK cascade	0.001212963675247	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	139	103	6	15719	0.058252427184466	0.0431654676258992	query_1	['GO:0007254', 'GO:0032872']	['RAPGEF1', 'CRK', 'FLT4', 'EGFR', 'HRAS', 'PTK2B']
89	GO:CC	GO:0031258	lamellipodium membrane	0.0012301372606188	True	"""The portion of the plasma membrane surrounding a lamellipodium."" [GOC:mah]"	21	103	3	16420	0.029126213592233	0.1428571428571428	query_1	['GO:0030027', 'GO:0031253', 'GO:0031256']	['ITGAV', 'ITGB3', 'CD44']
1007	GO:BP	GO:0048709	oligodendrocyte differentiation	0.0012354712596972	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]"	90	103	5	15719	0.0485436893203883	0.0555555555555555	query_1	['GO:0007417', 'GO:0010001']	['CTNNB1', 'LYN', 'TGFB1', 'ERBB2', 'VTN']
1008	GO:BP	GO:0051235	maintenance of location	0.0012580952101717	True	"""Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere."" [GOC:ai, GOC:dph, GOC:tb]"	330	103	9	15719	0.087378640776699	0.0272727272727272	query_1	['GO:0051179']	['ITGAV', 'ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'YWHAB', 'PLCG1', 'PTK2B', 'LCK']
1009	GO:BP	GO:2000351	regulation of endothelial cell apoptotic process	0.0012646318685737	True	"""Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	50	103	4	15719	0.0388349514563106	0.08	query_1	['GO:0072577', 'GO:1904035']	['ITGA4', 'BRAF', 'KDR', 'PLCG1']
1010	GO:BP	GO:1903508	positive regulation of nucleic acid-templated transcription	0.0012903423185411	True	"""Any process that activates or increases the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1641	103	23	15719	0.2233009708737864	0.0140158439975624	query_1	['GO:0097659', 'GO:1902680', 'GO:1903506']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'MAPK3', 'TGFB1', 'MAP2K1', 'EGFR', 'HRAS', 'RAF1', 'ERBB2', 'CDH1', 'VEGFA', 'TGFBR1', 'MAP2K2', 'SMAD3']
1011	GO:BP	GO:0045893	positive regulation of DNA-templated transcription	0.0012903423185411	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1641	103	23	15719	0.2233009708737864	0.0140158439975624	query_1	['GO:0006351', 'GO:0006355', 'GO:1903508']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'MAPK3', 'TGFB1', 'MAP2K1', 'EGFR', 'HRAS', 'RAF1', 'ERBB2', 'CDH1', 'VEGFA', 'TGFBR1', 'MAP2K2', 'SMAD3']
1012	GO:BP	GO:1901890	positive regulation of cell junction assembly	0.0012941470295861	True	"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	91	103	5	15719	0.0485436893203883	0.0549450549450549	query_1	['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']	['KDR', 'VEGFA', 'NRP1', 'SMAD3', 'SEMA4D']
1013	GO:BP	GO:0001889	liver development	0.0013007073307292	True	"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"	141	103	6	15719	0.058252427184466	0.0425531914893617	query_1	['GO:0048732', 'GO:0061008']	['MET', 'HGF', 'TGFB1', 'PIK3CA', 'VTN', 'SMAD3']
1015	GO:BP	GO:0048485	sympathetic nervous system development	0.0013186300633814	True	"""The process whose specific outcome is the progression of the sympathetic nervous system over time, from its formation to the mature structure. The sympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system (the other being the parasympathetic nervous system). The sympathetic preganglionic neurons have their cell bodies in the thoracic and lumbar regions of the spinal cord and connect to the paravertebral chain of sympathetic ganglia. Innervate heart and blood vessels, sweat glands, viscera and the adrenal medulla. Most sympathetic neurons, but not all, use noradrenaline as a post-ganglionic neurotransmitter."" [FMA:9906, GOC:jid, GOC:sr]"	21	103	3	15719	0.029126213592233	0.1428571428571428	query_1	['GO:0048483', 'GO:0048731']	['CTNNB1', 'NRP2', 'NRP1']
1016	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0013186300633814	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	103	3	15719	0.029126213592233	0.1428571428571428	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['TGFBR2', 'TGFB1', 'ITGB6']
1014	GO:BP	GO:2001026	regulation of endothelial cell chemotaxis	0.0013186300633814	True	"""Any process that modulates the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	21	103	3	15719	0.029126213592233	0.1428571428571428	query_1	['GO:0010594', 'GO:0035767', 'GO:0050920']	['MET', 'KDR', 'VEGFA']
258	REAC	REAC:R-HSA-388396	GPCR downstream signalling	0.0013238912214135	True	GPCR downstream signalling	564	101	15	10022	0.1485148514851485	0.026595744680851	query_1	['REAC:R-HSA-372790']	['ITGB1', 'PLXNB1', 'FN1', 'PIK3R2', 'SRC', 'PIK3R1', 'MAPK1', 'MAPK3', 'SOS1', 'ITGA5', 'EGFR', 'PIK3CA', 'HRAS', 'VAV1', 'PIK3R3']
259	REAC	REAC:R-HSA-5218921	VEGFR2 mediated cell proliferation	0.0013416165932384	True	VEGFR2 mediated cell proliferation	16	101	3	10022	0.0297029702970297	0.1875	query_1	['REAC:R-HSA-4420097']	['KDR', 'HRAS', 'PLCG1']
260	REAC	REAC:R-HSA-399956	CRMPs in Sema3A signaling	0.0013416165932384	True	CRMPs in Sema3A signaling	16	101	3	10022	0.0297029702970297	0.1875	query_1	['REAC:R-HSA-373755']	['FYN', 'NRP1', 'PLXNA1']
261	REAC	REAC:R-HSA-5654720	PI-3K cascade:FGFR4	0.0013416165932384	True	PI-3K cascade:FGFR4	16	101	3	10022	0.0297029702970297	0.1875	query_1	['REAC:R-HSA-5654716']	['PIK3R1', 'PIK3CA', 'PTPN11']
1017	GO:BP	GO:0046850	regulation of bone remodeling	0.001354666534112	True	"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]"	51	103	4	15719	0.0388349514563106	0.0784313725490196	query_1	['GO:0034103', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'SYK']
1018	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	0.0013626701152809	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1648	103	23	15719	0.2233009708737864	0.0139563106796116	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'MAPK3', 'TGFB1', 'MAP2K1', 'EGFR', 'HRAS', 'RAF1', 'ERBB2', 'CDH1', 'VEGFA', 'TGFBR1', 'MAP2K2', 'SMAD3']
1020	GO:BP	GO:0051961	negative regulation of nervous system development	0.0013931218229284	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	143	103	6	15719	0.058252427184466	0.0419580419580419	query_1	['GO:0007399', 'GO:0051093', 'GO:0051241', 'GO:0051960']	['SPP1', 'CTNNB1', 'TGFB1', 'CDH1', 'NRP1', 'SEMA4D']
1019	GO:BP	GO:0010212	response to ionizing radiation	0.0013931218229284	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	103	6	15719	0.058252427184466	0.0419580419580419	query_1	['GO:0009314']	['GRB2', 'TGFB1', 'HRAS', 'VCAM1', 'ITGB6', 'CBL']
90	GO:CC	GO:0098685	Schaffer collateral - CA1 synapse	0.0014192123241954	True	"""A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell."" [PMID:16399689]"	96	103	5	16420	0.0485436893203883	0.0520833333333333	query_1	['GO:0045202']	['ITGB1', 'CTNNB1', 'FYN', 'PLCG1', 'PTK2B']
1021	GO:BP	GO:0046474	glycerophospholipid biosynthetic process	0.0014350362338515	True	"""The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]"	202	103	7	15719	0.0679611650485436	0.0346534653465346	query_1	['GO:0006650', 'GO:0008654', 'GO:0045017']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1023	GO:BP	GO:0061008	hepaticobiliary system development	0.0014418322698422	True	"""The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins."" [GOC:dph]"	144	103	6	15719	0.058252427184466	0.0416666666666666	query_1	['GO:0048731']	['MET', 'HGF', 'TGFB1', 'PIK3CA', 'VTN', 'SMAD3']
1022	GO:BP	GO:0030509	BMP signaling pathway	0.0014418322698422	True	"""The series of molecular signals initiated by the binding of a member of the BMP (bone morphogenetic protein) family to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, ISBN:0878932437, PMID:17428827]"	144	103	6	15719	0.058252427184466	0.0416666666666666	query_1	['GO:0007178', 'GO:0071773']	['SMURF2', 'SMAD7', 'TGFB3', 'MAPK3', 'KDR', 'SMURF1']
1024	GO:BP	GO:0042326	negative regulation of phosphorylation	0.0014754654523411	True	"""Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule."" [GOC:jl]"	338	103	9	15719	0.087378640776699	0.0266272189349112	query_1	['GO:0016310', 'GO:0042325', 'GO:0045936']	['NCK1', 'PIK3CB', 'SMAD7', 'HGF', 'LYN', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
1025	GO:BP	GO:0060571	morphogenesis of an epithelial fold	0.0015062544785987	True	"""The morphogenetic process in which an epithelial sheet bends along a linear axis."" [GOC:dph]"	22	103	3	15719	0.029126213592233	0.1363636363636363	query_1	['GO:0002009']	['FGFR2', 'CTNNB1', 'EGFR']
273	REAC	REAC:R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	0.0015104397520138	True	Resistance of ERBB2 KD mutants to sapitinib	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
272	REAC	REAC:R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	0.0015104397520138	True	Resistance of ERBB2 KD mutants to trastuzumab	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
268	REAC	REAC:R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	0.0015104397520138	True	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-446353']	['ITGB1', 'PXN']
270	REAC	REAC:R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	0.0015104397520138	True	Resistance of ERBB2 KD mutants to tesevatinib	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
269	REAC	REAC:R-HSA-9665230	Drug resistance in ERBB2 KD mutants	0.0015104397520138	True	Drug resistance in ERBB2 KD mutants	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-1227990']	['HSP90AA1', 'ERBB2']
267	REAC	REAC:R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	0.0015104397520138	True	Resistance of ERBB2 KD mutants to afatinib	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
262	REAC	REAC:R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	0.0015104397520138	True	Resistance of ERBB2 KD mutants to osimertinib	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
265	REAC	REAC:R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	0.0015104397520138	True	Resistance of ERBB2 KD mutants to neratinib	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
264	REAC	REAC:R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	0.0015104397520138	True	Drug resistance in ERBB2 TMD/JMD mutants	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-1227990']	['HSP90AA1', 'ERBB2']
263	REAC	REAC:R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	0.0015104397520138	True	Drug-mediated inhibition of ERBB2 signaling	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-1227986']	['HSP90AA1', 'ERBB2']
271	REAC	REAC:R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	0.0015104397520138	True	Resistance of ERBB2 KD mutants to lapatinib	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
266	REAC	REAC:R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	0.0015104397520138	True	Resistance of ERBB2 KD mutants to AEE788	4	101	2	10022	0.0198019801980198	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
274	REAC	REAC:R-HSA-167044	Signalling to RAS	0.0015296446615052	True	Signalling to RAS	17	101	3	10022	0.0297029702970297	0.1764705882352941	query_1	['REAC:R-HSA-187687']	['SHC1', 'SOS1', 'HRAS']
276	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.0015296446615052	True	PI-3K cascade:FGFR2	17	101	3	10022	0.0297029702970297	0.1764705882352941	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'PIK3CA', 'PTPN11']
275	REAC	REAC:R-HSA-5654712	FRS-mediated FGFR4 signaling	0.0015296446615052	True	FRS-mediated FGFR4 signaling	17	101	3	10022	0.0297029702970297	0.1764705882352941	query_1	['REAC:R-HSA-5654716']	['SOS1', 'HRAS', 'PTPN11']
1026	GO:BP	GO:1901654	response to ketone	0.0015606499249938	True	"""A response that results in a state of tolerance to ketone."" [GOC:mengo_curators, PMID:23356676]"	205	103	7	15719	0.0679611650485436	0.0341463414634146	query_1	['GO:0010033', 'GO:1901700']	['SRC', 'SPP1', 'TGFB3', 'TGFB1', 'PIK3CA', 'ADAM15', 'CBL']
1027	GO:BP	GO:0006816	calcium ion transport	0.0016187977876203	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	418	103	10	15719	0.0970873786407767	0.0239234449760765	query_1	['GO:0030001', 'GO:0071702']	['ITGAV', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
1030	GO:BP	GO:0035290	trunk segmentation	0.0016203354085245	True	"""Partitioning of the blastoderm embryo into trunk segmental units. In Drosophila, the trunk segments include thoracic segments and abdominal segments A1 to A8."" [PMID:1360402]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0007350', 'GO:0035282']	['NRP2', 'NRP1']
1033	GO:BP	GO:0150147	cell-cell junction disassembly	0.0016203354085245	True	"""The disaggregation of a cell-cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0045216', 'GO:0150146']	['TGFB3', 'TGFBR1']
1034	GO:BP	GO:1905598	negative regulation of low-density lipoprotein receptor activity	0.0016203354085245	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of low-density lipoprotein receptor activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:22848640]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0044092', 'GO:0048261']	['ITGAV', 'ITGB3']
1035	GO:BP	GO:0060978	angiogenesis involved in coronary vascular morphogenesis	0.0016203354085245	True	"""Blood vessel formation in the heart when new vessels emerge from the proliferation of pre-existing blood vessels."" [GOC:mtg_heart]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0001525', 'GO:0060977']	['TGFBR1', 'NRP1']
1036	GO:BP	GO:0071396	cellular response to lipid	0.0016203354085245	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]"	582	103	12	15719	0.116504854368932	0.0206185567010309	query_1	['GO:0033993', 'GO:0071310']	['SRC', 'SPP1', 'FGFR2', 'MAPK1', 'PLCG2', 'MAPK3', 'LYN', 'TGFB1', 'EGFR', 'SYK', 'PTK2B', 'ADAM15']
1037	GO:BP	GO:0060840	artery development	0.0016203354085245	True	"""The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	96	103	5	15719	0.0485436893203883	0.0520833333333333	query_1	['GO:0001568']	['SMAD7', 'TGFBR2', 'VEGFA', 'TGFBR1', 'NRP1']
1038	GO:BP	GO:0036324	vascular endothelial growth factor receptor-2 signaling pathway	0.0016203354085245	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor-2 (VEGFR-2) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:12967471, Wikipedia:Kinase_insert_domain_receptor, Wikipedia:VEGF_receptors]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0048010']	['KDR', 'VEGFA']
