Pseudoxanthoma elasticum	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
46	REAC	REAC:R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	3.5791060737486665e-05	True	InlB-mediated entry of Listeria monocytogenes into host cell	14	86	4	10022	0.0465116279069767	0.2857142857142857	query_1	['REAC:R-HSA-8876384']	['HGS', 'STAM2', 'STAM', 'EPS15']
138	GO:BP	GO:0009306	protein secretion	4.03313853139628e-05	True	"""The controlled release of proteins from a cell."" [GOC:ai]"	348	102	12	15719	0.1176470588235294	0.0344827586206896	query_1	['GO:0015031', 'GO:0032940', 'GO:0035592']	['AP1B1', 'M6PR', 'STX1A', 'AP1S1', 'AP1M2', 'AP1G1', 'STXBP5', 'STX4', 'SNAP25', 'SYT9', 'EIPR1', 'RAB3A']
139	GO:BP	GO:0035592	establishment of protein localization to extracellular region	4.12481635695478e-05	True	"""The directed movement of a protein to a specific location within the extracellular region."" [GOC:bf, GOC:BHF]"	349	102	12	15719	0.1176470588235294	0.0343839541547277	query_1	['GO:0045184', 'GO:0071692']	['AP1B1', 'M6PR', 'STX1A', 'AP1S1', 'AP1M2', 'AP1G1', 'STXBP5', 'STX4', 'SNAP25', 'SYT9', 'EIPR1', 'RAB3A']
140	GO:BP	GO:0048268	clathrin coat assembly	4.3593176725256005e-05	True	"""The process that results in the assembly of clathrin triskelia into the ordered structure known as a clathrin cage."" [GOC:jid, PMID:11460887, PMID:11977118, PMID:9531549]"	16	102	4	15719	0.0392156862745098	0.25	query_1	['GO:0065003']	['PICALM', 'CLTC', 'AP2S1', 'EPS15']
141	GO:BP	GO:0098969	neurotransmitter receptor transport to postsynaptic membrane	4.3593176725256005e-05	True	"""The directed movement of neurotransmitter receptor to the postsynaptic membrane in transport vesicles."" [GOC:dos]"	16	102	4	15719	0.0392156862745098	0.25	query_1	['GO:0097120', 'GO:0098877', 'GO:0099072', 'GO:1903540']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
142	GO:BP	GO:0071692	protein localization to extracellular region	4.814211096045611e-05	True	"""Any process in which a protein is transported from one specific location in the extracellular region to another, or maintained in a specific extracellular location."" [GOC:mah]"	355	102	12	15719	0.1176470588235294	0.0338028169014084	query_1	['GO:0008104']	['AP1B1', 'M6PR', 'STX1A', 'AP1S1', 'AP1M2', 'AP1G1', 'STXBP5', 'STX4', 'SNAP25', 'SYT9', 'EIPR1', 'RAB3A']
143	GO:BP	GO:0033059	cellular pigmentation	4.865221103938999e-05	True	"""The deposition or aggregation of coloring matter in a cell."" [GOC:mtg_MIT_16mar07]"	63	102	6	15719	0.0588235294117647	0.0952380952380952	query_1	['GO:0009987', 'GO:0043473']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
47	REAC	REAC:R-HSA-1643685	Disease	5.092715152750628e-05	True	Disease	1723	86	32	10022	0.3720930232558139	0.0185722576900754	query_1	['REAC:0000000']	['AP1B1', 'SYT2', 'CHMP2A', 'SYT1', 'HGS', 'HSP90AB1', 'STAM2', 'CLTC', 'VAMP2', 'AP2M1', 'AP2B1', 'STX1A', 'PACS1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'STAM', 'AP1G1', 'GRB2', 'EPS15', 'ABCC6', 'EGFR', 'STX1B', 'AP2A1', 'GCC2', 'SNAP25', 'AP1S3', 'AP1S2', 'VAMP1', 'AP1M1', 'FURIN']
108	GO:CC	GO:0097060	synaptic membrane	5.47607274768706e-05	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	364	102	11	16420	0.1078431372549019	0.0302197802197802	query_1	['GO:0045202', 'GO:0098590']	['SYT1', 'PICALM', 'AP2M1', 'STX1A', 'STX3', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'STXBP1', 'HSPA8']
144	GO:BP	GO:0098877	neurotransmitter receptor transport to plasma membrane	5.479326157765331e-05	True	"""The directed movement of neurotransmitter receptor to the plasma membrane in transport vesicles."" [GOC:dos]"	17	102	4	15719	0.0392156862745098	0.2352941176470588	query_1	['GO:0090150', 'GO:0098876', 'GO:0099637', 'GO:1990778']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
145	GO:BP	GO:0045956	positive regulation of calcium ion-dependent exocytosis	5.479326157765331e-05	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	17	102	4	15719	0.0392156862745098	0.2352941176470588	query_1	['GO:0017156', 'GO:0017158', 'GO:1903307']	['SYT1', 'STX1A', 'SYT9', 'STXBP1']
146	GO:BP	GO:1903540	establishment of protein localization to postsynaptic membrane	5.479326157765331e-05	True	"""The directed movement of a protein to a specific location in a postsynaptic membrane."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:9753322]"	17	102	4	15719	0.0392156862745098	0.2352941176470588	query_1	['GO:0090150', 'GO:1903539']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
109	GO:CC	GO:0036452	ESCRT complex	6.387737819421706e-05	True	"""An endosomal sorting complex involved in membrane fission processes related to sorting of multivesicular bodies (MVB) in the endocytic pathway, cytokinesis and viral budding among other processes."" [PMID:16689637, VZ:1536]"	26	102	4	16420	0.0392156862745098	0.1538461538461538	query_1	['GO:0005768', 'GO:0032991']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
147	GO:BP	GO:0034394	protein localization to cell surface	6.808699993302052e-05	True	"""A process in which a protein is transported to, or maintained in, a location within the external part of the cell wall and/or plasma membrane."" [GOC:mah]"	67	102	6	15719	0.0588235294117647	0.0895522388059701	query_1	['GO:0008104']	['HSP90AB1', 'PICALM', 'VPS54', 'TOR1A', 'STX3', 'STX4']
148	GO:BP	GO:1900242	regulation of synaptic vesicle endocytosis	6.915683208889926e-05	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle endocytosis."" [GOC:BHF, GOC:TermGenie]"	18	102	4	15719	0.0392156862745098	0.2222222222222222	query_1	['GO:0030100', 'GO:0048488', 'GO:1903421']	['AP2M1', 'SLC17A7', 'TOR1A', 'VAMP4']
149	GO:BP	GO:2000008	regulation of protein localization to cell surface	7.256119476732485e-05	True	"""Any process that modulates the frequency, rate or extent of protein localization to the cell surface."" [GOC:obol]"	39	102	5	15719	0.0490196078431372	0.1282051282051282	query_1	['GO:0032880', 'GO:0034394']	['HSP90AB1', 'PICALM', 'TOR1A', 'STX3', 'STX4']
150	GO:BP	GO:0099525	presynaptic dense core vesicle exocytosis	7.388471969253118e-05	True	"""The secretion of molecules (e.g. neuropeptides and neuromodulators such as serotonin and dopamine) contained within a membrane-bounced dense in response to increased presynaptic cytosolic calcium levels."" [PMID:17553987, PMID:24653208]"	6	102	3	15719	0.0294117647058823	0.5	query_1	['GO:0048791', 'GO:0099011']	['SNAP25', 'STXBP1', 'RAB3A']
151	GO:BP	GO:0043308	eosinophil degranulation	7.388471969253118e-05	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as major basic protein, eosinophil peroxidase, and eosinophil cationic protein by an eosinophil."" [ISBN:0781735149]"	6	102	3	15719	0.0294117647058823	0.5	query_1	['GO:0002278', 'GO:0002447', 'GO:0043299']	['VAMP7', 'VAMP2', 'STX4']
152	GO:BP	GO:0002278	eosinophil activation involved in immune response	7.388471969253118e-05	True	"""The change in morphology and behavior of a eosinophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	6	102	3	15719	0.0294117647058823	0.5	query_1	['GO:0002275', 'GO:0043307']	['VAMP7', 'VAMP2', 'STX4']
153	GO:BP	GO:0043473	pigmentation	9.007269620940228e-05	True	"""The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."" [GOC:jl]"	108	102	7	15719	0.0686274509803921	0.0648148148148148	query_1	['GO:0008150']	['AP1B1', 'AP1S1', 'AP1G1', 'ENPP1', 'AP1S3', 'AP1S2', 'AP1M1']
154	GO:BP	GO:0051937	catecholamine transport	9.136822330233432e-05	True	"""The directed movement of catecholamines, a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, ISBN:0198506732]"	71	102	6	15719	0.0588235294117647	0.0845070422535211	query_1	['GO:0015844', 'GO:0015850']	['SYT2', 'SYT1', 'STX1A', 'TOR1A', 'SYT9', 'RAB3A']
110	GO:CC	GO:0012507	ER to Golgi transport vesicle membrane	9.910914989182748e-05	True	"""The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi."" [GOC:ai, GOC:ascb_2009, GOC:dph, GOC:tb]"	58	102	5	16420	0.0490196078431372	0.0862068965517241	query_1	['GO:0030134', 'GO:0030658', 'GO:0030662']	['VTI1B', 'VTI1A', 'GOSR2', 'SEC22B', 'STX5']
48	REAC	REAC:R-HSA-166520	Signaling by NTRKs	0.000100439923329	True	Signaling by NTRKs	129	86	8	10022	0.0930232558139534	0.0620155038759689	query_1	['REAC:R-HSA-9006934']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'DNM2', 'AP2A1', 'FURIN']
49	REAC	REAC:R-HSA-1280218	Adaptive Immune System	0.0001045705314496	True	Adaptive Immune System	750	86	19	10022	0.2209302325581395	0.0253333333333333	query_1	['REAC:R-HSA-168256']	['AP1B1', 'CLTC', 'AP2M1', 'AP2B1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'AP1G1', 'DNM2', 'AP2A1', 'STX4', 'AP1S3', 'SNAP23', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'VAMP8']
155	GO:BP	GO:0006605	protein targeting	0.0001118967574065	True	"""The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."" [GOC:ma]"	324	102	11	15719	0.1078431372549019	0.0339506172839506	query_1	['GO:0006886']	['HGS', 'M6PR', 'VPS52', 'VPS54', 'AP1M2', 'ZFAND6', 'GCC2', 'AP1S3', 'VPS53', 'HSPA8', 'VPS51']
50	REAC	REAC:R-HSA-8876384	Listeria monocytogenes entry into host cells	0.0001236002351386	True	Listeria monocytogenes entry into host cells	19	86	4	10022	0.0465116279069767	0.2105263157894736	query_1	['REAC:R-HSA-5663205']	['HGS', 'STAM2', 'STAM', 'EPS15']
158	GO:BP	GO:0043307	eosinophil activation	0.0001238317329853	True	"""The change in morphology and behavior of a eosinophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:add, ISBN:0781735149]"	7	102	3	15719	0.0294117647058823	0.4285714285714285	query_1	['GO:0036230']	['VAMP7', 'VAMP2', 'STX4']
157	GO:BP	GO:0099011	neuronal dense core vesicle exocytosis	0.0001238317329853	True	"""The secretion of molecules (e.g. neuropeptides, insulin-related peptides or neuromodulators such as serotonin and dopamine) contained within a neuronal dense core vesicle by fusion of the granule with the plasma membrane of a neuron in response to increased cytosolic calcium levels."" [GOC:kmv, PMID:17553987, PMID:24653208]"	7	102	3	15719	0.0294117647058823	0.4285714285714285	query_1	['GO:1990504']	['SNAP25', 'STXBP1', 'RAB3A']
156	GO:BP	GO:0002447	eosinophil mediated immunity	0.0001238317329853	True	"""Any process involved in the carrying out of an immune response by an eosinophil."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	7	102	3	15719	0.0294117647058823	0.4285714285714285	query_1	['GO:0002444']	['VAMP7', 'VAMP2', 'STX4']
51	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0001437255667901	True	Potential therapeutics for SARS	99	86	7	10022	0.0813953488372093	0.0707070707070707	query_1	['REAC:R-HSA-9679506']	['HSP90AB1', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1', 'FURIN']
52	REAC	REAC:R-HSA-6807004	Negative regulation of MET activity	0.0001476994188244	True	Negative regulation of MET activity	20	86	4	10022	0.0465116279069767	0.2	query_1	['REAC:R-HSA-6806834']	['HGS', 'STAM2', 'STAM', 'EPS15']
53	REAC	REAC:R-HSA-204005	COPII-mediated vesicle transport	0.0001573733062966	True	COPII-mediated vesicle transport	68	86	6	10022	0.0697674418604651	0.088235294117647	query_1	['REAC:R-HSA-199977']	['GOSR2', 'BET1', 'SEC22B', 'NSF', 'NAPA', 'STX5']
111	GO:CC	GO:0042581	specific granule	0.0001689269265329	True	"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]"	155	102	7	16420	0.0686274509803921	0.0451612903225806	query_1	['GO:0030141']	['STX3', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'AP1M1', 'VAMP8']
159	GO:BP	GO:0065008	regulation of biological quality	0.0001800686656157	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2763	102	36	15719	0.3529411764705882	0.013029315960912	query_1	['GO:0065007']	['VAMP7', 'SYT2', 'SYT1', 'HSP90AB1', 'PICALM', 'VAMP2', 'AP2M1', 'AP2B1', 'STX1A', 'SH3BP1', 'SLC17A7', 'TOR1A', 'AP2S1', 'STX3', 'AP2A2', 'GRB2', 'SLC18A3', 'STXBP5', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'SNAP25', 'SYT9', 'SNAP23', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NUMB', 'VAMP8', 'SNAP29', 'EIPR1', 'FURIN', 'NAPA', 'RAB3A']
160	GO:BP	GO:0030100	regulation of endocytosis	0.0001968693906109	True	"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	282	102	10	15719	0.0980392156862745	0.0354609929078014	query_1	['GO:0006897', 'GO:0051128', 'GO:0060627']	['PICALM', 'AP2M1', 'SLC17A7', 'TOR1A', 'AP2S1', 'VAMP4', 'DNM2', 'STX1B', 'NUMB', 'STON2']
113	GO:CC	GO:0042470	melanosome	0.0002054942733309	True	"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]"	110	102	6	16420	0.0588235294117647	0.0545454545454545	query_1	['GO:0048770']	['HSP90AB1', 'CLTC', 'STX3', 'RAB9A', 'SEC22B', 'HSPA8']
112	GO:CC	GO:0048770	pigment granule	0.0002054942733309	True	"""A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes."" [GOC:jid, GOC:mh]"	110	102	6	16420	0.0588235294117647	0.0545454545454545	query_1	['GO:0031410']	['HSP90AB1', 'CLTC', 'STX3', 'RAB9A', 'SEC22B', 'HSPA8']
114	GO:CC	GO:0099243	extrinsic component of synaptic membrane	0.0002057920641117	True	"""The component of the synaptic membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	13	102	3	16420	0.0294117647058823	0.2307692307692307	query_1	['GO:0019897', 'GO:0097060']	['PICALM', 'AP2M1', 'STXBP1']
161	GO:BP	GO:0043300	regulation of leukocyte degranulation	0.0002113739883377	True	"""Any process that modulates the frequency, rate, or extent of leukocyte degranulation."" [GOC:add, ISBN:0781735149]"	49	102	5	15719	0.0490196078431372	0.1020408163265306	query_1	['GO:0002697', 'GO:0043299', 'GO:1903305']	['VAMP7', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8']
162	GO:BP	GO:0099637	neurotransmitter receptor transport	0.0002117520528026	True	"""The directed movement of neurotransmitter receptors."" [GOC:dos]"	24	102	4	15719	0.0392156862745098	0.1666666666666666	query_1	['GO:0015031', 'GO:0031503']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
163	GO:BP	GO:0031338	regulation of vesicle fusion	0.0002117520528026	True	"""Any process that modulates the frequency, rate or extent of vesicle fusion."" [GOC:mah]"	24	102	4	15719	0.0392156862745098	0.1666666666666666	query_1	['GO:0006906', 'GO:0033043', 'GO:0060627']	['SYT1', 'SYT9', 'STXBP1', 'RAB3A']
115	GO:CC	GO:0009898	cytoplasmic side of plasma membrane	0.0002243204505531	True	"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	163	102	7	16420	0.0686274509803921	0.0429447852760736	query_1	['GO:0005886', 'GO:0098562']	['AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1', 'SNAP25', 'LITAF']
164	GO:BP	GO:0015872	dopamine transport	0.0002294087256152	True	"""The directed movement of dopamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Dopamine is a catecholamine neurotransmitter and a metabolic precursor of noradrenaline and adrenaline."" [GOC:ai]"	50	102	5	15719	0.0490196078431372	0.1	query_1	['GO:0051937']	['SYT2', 'SYT1', 'TOR1A', 'SYT9', 'RAB3A']
165	GO:BP	GO:0060291	long-term synaptic potentiation	0.0002421372329047	True	"""A process that modulates synaptic plasticity such that synapses are changed resulting in the increase in the rate, or frequency of synaptic transmission at the synapse."" [GOC:dgh, GOC:dph]"	85	102	6	15719	0.0588235294117647	0.0705882352941176	query_1	['GO:0048167', 'GO:0050806']	['VAMP2', 'STX3', 'SLC18A3', 'STX4', 'SNAP25', 'SNAP47']
166	GO:BP	GO:1903077	negative regulation of protein localization to plasma membrane	0.0002463261774148	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	25	102	4	15719	0.0392156862745098	0.16	query_1	['GO:0072659', 'GO:1903076', 'GO:1904376', 'GO:1905476']	['PICALM', 'CLTC', 'AP2M1', 'NUMB']
54	REAC	REAC:R-HSA-187037	Signaling by NTRK1 (TRKA)	0.0002692161022492	True	Signaling by NTRK1 (TRKA)	110	86	7	10022	0.0813953488372093	0.0636363636363636	query_1	['REAC:R-HSA-166520']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'DNM2', 'AP2A1']
169	GO:BP	GO:0002441	histamine secretion involved in inflammatory response	0.0002753486666994	True	"""The regulated release of histamine by a cell as part of an inflammatory response."" [GOC:add, ISBN:0781735149]"	9	102	3	15719	0.0294117647058823	0.3333333333333333	query_1	['GO:0001821', 'GO:0002349', 'GO:0046879']	['VAMP7', 'SNAP23', 'VAMP8']
168	GO:BP	GO:0002349	histamine production involved in inflammatory response	0.0002753486666994	True	"""The synthesis or release of histamine following a stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149, PMID:16730260]"	9	102	3	15719	0.0294117647058823	0.3333333333333333	query_1	['GO:0002532']	['VAMP7', 'SNAP23', 'VAMP8']
167	GO:BP	GO:0002553	histamine secretion by mast cell	0.0002753486666994	True	"""The regulated release of histamine by a mast cell or group of mast cells."" [GOC:add, ISBN:0781735149]"	9	102	3	15719	0.0294117647058823	0.3333333333333333	query_1	['GO:0002441', 'GO:0043303', 'GO:0051649', 'GO:0140029']	['VAMP7', 'SNAP23', 'VAMP8']
55	REAC	REAC:R-HSA-9706019	RHOBTB3 ATPase cycle	0.0003130085636092	True	RHOBTB3 ATPase cycle	9	86	3	10022	0.0348837209302325	0.3333333333333333	query_1	['REAC:R-HSA-9716542']	['PLIN3', 'HGS', 'RAB9A']
116	GO:CC	GO:0031083	BLOC-1 complex	0.0003189034747657	True	"""A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. Many of the protein subunits are conserved between mouse and human; the mouse complex contains the Pallidin, Muted, Cappuccino, Dysbindin, Snapin, BLOS1, BLOS2, AND BLOS3 proteins."" [PMID:15102850]"	15	102	3	16420	0.0294117647058823	0.2	query_1	['GO:0031082']	['SNAP25', 'STX12', 'SNAP47']
170	GO:BP	GO:0048167	regulation of synaptic plasticity	0.0003284779457647	True	"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]"	184	102	8	15719	0.0784313725490196	0.0434782608695652	query_1	['GO:0050804', 'GO:0065008']	['VAMP2', 'STX3', 'SLC18A3', 'STX4', 'SNAP25', 'STXBP1', 'SNAP47', 'RAB3A']
171	GO:BP	GO:1904376	negative regulation of protein localization to cell periphery	0.0003285155543311	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein localization to cell periphery."" [GO_REF:0000058, GOC:TermGenie, PMID:18216290]"	27	102	4	15719	0.0392156862745098	0.1481481481481481	query_1	['GO:1903828', 'GO:1904375', 'GO:1990778']	['PICALM', 'CLTC', 'AP2M1', 'NUMB']
