Laron syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
502	GO:BP	GO:1900034	regulation of cellular response to heat	0.000918268665346	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	98	3	15719	0.0306122448979591	0.1764705882352941	query_1	['GO:0034605', 'GO:0080135']	['GSK3B', 'CREBBP', 'EP300']
501	GO:BP	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	0.000918268665346	True	"""Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process."" [GOC:al, GOC:dph, GOC:jl, GOC:mtg_apoptosis, GOC:tb, PMID:14744432, PMID:18328827, Wikipedia:Caspase]"	81	98	5	15719	0.0510204081632653	0.0617283950617283	query_1	['GO:0043280']	['EGLN3', 'CASP10', 'TNF', 'CFLAR', 'CASP8']
504	GO:BP	GO:0048585	negative regulation of response to stimulus	0.0009237896846277	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	98	22	15719	0.2244897959183673	0.0143603133159268	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['SNX6', 'SHARPIN', 'GSK3B', 'CDK5RAP3', 'TNFRSF1A', 'RELA', 'DDRGK1', 'UFL1', 'RBX1', 'BTRC', 'TNF', 'NFKB1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'SOCS2', 'FBXW11', 'AHR', 'NFKBIA', 'CASP8', 'FBXW7']
505	GO:BP	GO:0031647	regulation of protein stability	0.0009346733763965	True	"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]"	315	98	9	15719	0.0918367346938775	0.0285714285714285	query_1	['GO:0065008']	['CREBBP', 'HSP90AB1', 'DDRGK1', 'BTRC', 'TNIP2', 'VHL', 'EP300', 'FBXW11', 'FBXW7']
506	GO:BP	GO:0006357	regulation of transcription by RNA polymerase II	0.0009461276535483	True	"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]"	2347	98	29	15719	0.2959183673469387	0.0123561994034938	query_1	['GO:0006355', 'GO:0006366']	['CDK5RAP3', 'CREBBP', 'STAT3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'EPAS1', 'ELOC', 'NFKB2', 'EP300', 'ARNT', 'AHR', 'IKBKG', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'NFKBIA', 'STAT5B']
507	GO:BP	GO:0071559	response to transforming growth factor beta	0.0009651329395963	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"	248	98	8	15719	0.0816326530612244	0.032258064516129	query_1	['GO:0070848']	['SNX6', 'CREBBP', 'STAT3', 'HSP90AB1', 'CFLAR', 'EP300', 'TAB1', 'MAP3K7']
508	GO:BP	GO:0050856	regulation of T cell receptor signaling pathway	0.0009656009656025	True	"""Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell."" [GOC:ai]"	44	98	4	15719	0.0408163265306122	0.0909090909090909	query_1	['GO:0050852', 'GO:0050854']	['RELA', 'MALT1', 'IKBKG', 'BCL10']
509	GO:BP	GO:0031667	response to nutrient levels	0.000970596301754	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	469	98	11	15719	0.1122448979591836	0.0234541577825159	query_1	['GO:0009991']	['PDK4', 'TNF', 'FAS', 'BCKDHB', 'GH2', 'GH1', 'GHR', 'PDK2', 'BCL10', 'PRL', 'CSH2']
510	GO:BP	GO:0071363	cellular response to growth factor stimulus	0.0009752731973077	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	638	98	13	15719	0.1326530612244898	0.0203761755485893	query_1	['GO:0070848', 'GO:0071495']	['SNX6', 'CREBBP', 'STAT3', 'HSP90AB1', 'RELA', 'HIF1A', 'RIPK1', 'CFLAR', 'EP300', 'ARNT', 'TAB1', 'MAP3K7', 'STAT5B']
511	GO:BP	GO:0002699	positive regulation of immune effector process	0.0009843608519545	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	249	98	8	15719	0.0816326530612244	0.0321285140562249	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['TNF', 'FADD', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10', 'STAT5B']
160	REAC	REAC:R-HSA-918233	TRAF3-dependent IRF activation pathway	0.0010020177410754	True	TRAF3-dependent IRF activation pathway	15	92	3	10022	0.0326086956521739	0.2	query_1	['REAC:R-HSA-168928']	['CREBBP', 'TRAF3', 'EP300']
159	REAC	REAC:R-HSA-1266695	Interleukin-7 signaling	0.0010020177410754	True	Interleukin-7 signaling	36	92	4	10022	0.0434782608695652	0.1111111111111111	query_1	['REAC:R-HSA-449147']	['STAT3', 'SOCS2', 'STAT5A', 'STAT5B']
514	GO:BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	0.0010066639016421	True	"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	187	98	7	15719	0.0714285714285714	0.0374331550802139	query_1	['GO:0045860', 'GO:0071900']	['TNF', 'TAB1', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6']
512	GO:BP	GO:0070227	lymphocyte apoptotic process	0.0010066639016421	True	"""Any apoptotic process in a lymphocyte, a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	83	98	5	15719	0.0510204081632653	0.0602409638554216	query_1	['GO:0071887']	['FAS', 'FADD', 'HIF1A', 'RIPK1', 'BCL10']
513	GO:BP	GO:0006096	glycolytic process	0.0010066639016421	True	"""The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules."" [GOC:bf, GOC:dph, ISBN:0201090910, ISBN:0716720094, ISBN:0879010479, Wikipedia:Glycolysis]"	83	98	5	15719	0.0510204081632653	0.0602409638554216	query_1	['GO:0006090', 'GO:0016052']	['STAT3', 'HIF1A', 'EP300', 'ARNT', 'OGDH']
515	GO:BP	GO:0045646	regulation of erythrocyte differentiation	0.001040456598918	True	"""Any process that modulates the frequency, rate or extent of erythrocyte differentiation."" [GOC:go_curators]"	45	98	4	15719	0.0408163265306122	0.0888888888888888	query_1	['GO:0030218', 'GO:0045637']	['STAT3', 'HIF1A', 'ARNT', 'STAT5B']
516	GO:BP	GO:0034976	response to endoplasmic reticulum stress	0.0010560174445817	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:cjm, GOC:mah]"	252	98	8	15719	0.0816326530612244	0.0317460317460317	query_1	['GO:0033554']	['GSK3B', 'CDK5RAP3', 'OS9', 'DDRGK1', 'UFL1', 'TRAF2', 'UBA5', 'UFM1']
517	GO:BP	GO:0043408	regulation of MAPK cascade	0.0010560174445817	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	644	98	13	15719	0.1326530612244898	0.0201863354037267	query_1	['GO:0000165', 'GO:1902531']	['CDK5RAP3', 'TRAF3', 'TNF', 'FAS', 'RIPK1', 'CFLAR', 'TAB1', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6', 'FBXW7']
518	GO:BP	GO:1903209	positive regulation of oxidative stress-induced cell death	0.0010631924383075	True	"""Any process that activates or increases the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:20969476]"	18	98	3	15719	0.0306122448979591	0.1666666666666666	query_1	['GO:0010942', 'GO:0036473', 'GO:1903201']	['TNF', 'RIPK1', 'FBXW7']
519	GO:BP	GO:0002819	regulation of adaptive immune response	0.0010631924383075	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	189	98	7	15719	0.0714285714285714	0.037037037037037	query_1	['GO:0002250', 'GO:0050776']	['TNF', 'FADD', 'MALT1', 'AHR', 'TRAF2', 'MAP3K7', 'TRAF6']
520	GO:BP	GO:0071496	cellular response to external stimulus	0.0010701668056697	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:mah]"	322	98	9	15719	0.0918367346938775	0.0279503105590062	query_1	['GO:0009605']	['PDK4', 'MAP3K14', 'TNFRSF1A', 'FAS', 'FADD', 'NFKB1', 'PDK2', 'CASP8', 'BCL10']
521	GO:BP	GO:0043401	steroid hormone mediated signaling pathway	0.001078354773294	True	"""The series of molecular signals mediated by a steroid hormone binding to a receptor."" [PMID:12606724]"	133	98	6	15719	0.0612244897959183	0.0451127819548872	query_1	['GO:0009755', 'GO:0071383']	['DDRGK1', 'UFL1', 'EP300', 'SKP2', 'UBA5', 'UFM1']
522	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	0.0010901650748701	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	190	98	7	15719	0.0714285714285714	0.0368421052631578	query_1	['GO:0007178', 'GO:0071560']	['SNX6', 'CREBBP', 'STAT3', 'HSP90AB1', 'EP300', 'TAB1', 'MAP3K7']
523	GO:BP	GO:0008283	cell population proliferation	0.0011005980201206	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	1895	98	25	15719	0.2551020408163265	0.0131926121372031	query_1	['GO:0009987']	['EGLN3', 'CDK5RAP3', 'STAT3', 'RELA', 'DDRGK1', 'UFL1', 'BTRC', 'TNF', 'FADD', 'VHL', 'HIF1A', 'CFLAR', 'MALT1', 'PDK1', 'ARNT', 'AHR', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'CUL1', 'FBXW7', 'PRL', 'STAT5B', 'PRLR']
524	GO:BP	GO:0009895	negative regulation of catabolic process	0.0011101318656627	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	324	98	9	15719	0.0918367346938775	0.0277777777777777	query_1	['GO:0009056', 'GO:0009892', 'GO:0009894']	['CDK5RAP3', 'STAT3', 'HSP90AB1', 'TAB2', 'RELA', 'DDRGK1', 'TNF', 'VHL', 'TRAF2']
525	GO:BP	GO:0016311	dephosphorylation	0.0011101318656627	True	"""The process of removing one or more phosphoric (ester or anhydride) residues from a molecule."" [ISBN:0198506732]"	324	98	9	15719	0.0918367346938775	0.0277777777777777	query_1	['GO:0006796']	['PPM1K', 'GSK3B', 'CDK5RAP3', 'HSP90AB1', 'IKBKB', 'BTRC', 'TNF', 'FBXW11', 'TAB1']
526	GO:BP	GO:0006110	regulation of glycolytic process	0.0011104562836367	True	"""Any process that modulates the frequency, rate or extent of glycolysis."" [GOC:go_curators]"	46	98	4	15719	0.0408163265306122	0.0869565217391304	query_1	['GO:0006096', 'GO:0031323', 'GO:0043470', 'GO:0062012']	['STAT3', 'HIF1A', 'EP300', 'ARNT']
527	GO:BP	GO:1903052	positive regulation of proteolysis involved in protein catabolic process	0.0011105140600683	True	"""Any process that activates or increases the frequency, rate or extent of proteolysis involved in protein catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	134	98	6	15719	0.0612244897959183	0.044776119402985	query_1	['GO:0045862', 'GO:0051603', 'GO:1903050']	['GSK3B', 'ELOB', 'DDRGK1', 'RBX1', 'VHL', 'FBXW7']
528	GO:BP	GO:0001936	regulation of endothelial cell proliferation	0.0011541905192283	True	"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]"	135	98	6	15719	0.0612244897959183	0.0444444444444444	query_1	['GO:0001935', 'GO:0050678']	['STAT3', 'TNF', 'HIF1A', 'ARNT', 'STAT5A', 'PRL']
529	GO:BP	GO:0036473	cell death in response to oxidative stress	0.0011561570757568	True	"""Any biological process that results in permanent cessation of all vital functions of a cell upon exposure to an oxidative stress stimulus."" [GOC:bf, GOC:PARL]"	86	98	5	15719	0.0510204081632653	0.0581395348837209	query_1	['GO:0008219', 'GO:0034599']	['TNF', 'HIF1A', 'RIPK1', 'PDK1', 'FBXW7']
531	GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	0.0011946711508069	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	136	98	6	15719	0.0612244897959183	0.0441176470588235	query_1	['GO:0031323', 'GO:0072593']	['TNF', 'HIF1A', 'RIPK1', 'CFLAR', 'PDK3', 'BIRC2']
530	GO:BP	GO:1903008	organelle disassembly	0.0011946711508069	True	"""The disaggregation of an organelle into its constituent components."" [GO_REF:0000079, GOC:TermGenie]"	136	98	6	15719	0.0612244897959183	0.0441176470588235	query_1	['GO:0006996', 'GO:0022411']	['DDRGK1', 'UFL1', 'HIF1A', 'FBXW7', 'UBA5', 'UFM1']
161	REAC	REAC:R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	0.0012175107565577	True	Signaling by cytosolic FGFR1 fusion mutants	16	92	3	10022	0.0326086956521739	0.1875	query_1	['REAC:R-HSA-1839124']	['STAT3', 'STAT5A', 'STAT5B']
532	GO:BP	GO:0019216	regulation of lipid metabolic process	0.0012278558703048	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	329	98	9	15719	0.0918367346938775	0.0273556231003039	query_1	['GO:0006629', 'GO:0080090']	['PDK4', 'TNF', 'NFKB1', 'PDK3', 'PDK1', 'PDK2', 'ABHD6', 'FBXW7', 'STAT5B']
533	GO:BP	GO:0055086	nucleobase-containing small molecule metabolic process	0.0012590971052404	True	"""The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."" [GOC:vw]"	570	98	12	15719	0.1224489795918367	0.0210526315789473	query_1	['GO:0006139', 'GO:0044281']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
534	GO:BP	GO:0001892	embryonic placenta development	0.0012758147446346	True	"""The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	88	98	5	15719	0.0510204081632653	0.0568181818181818	query_1	['GO:0001701', 'GO:0001890', 'GO:0048568']	['EGLN1', 'HIF1A', 'EPAS1', 'ARNT', 'CASP8']
535	GO:BP	GO:1903347	negative regulation of bicellular tight junction assembly	0.0013158463650446	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of tight junction assembly."" [GO_REF:0000058, GOC:jz, GOC:TermGenie, PMID:25050009]"	4	98	2	15719	0.0204081632653061	0.5	query_1	['GO:0070830', 'GO:1901889', 'GO:2000810']	['IKBKB', 'TNF']
536	GO:BP	GO:0018076	N-terminal peptidyl-lysine acetylation	0.0013158463650446	True	"""The acetylation of the N-terminal lysine of proteins."" [GOC:ai]"	4	98	2	15719	0.0204081632653061	0.5	query_1	['GO:0006474', 'GO:0018394']	['CREBBP', 'EP300']
537	GO:BP	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0013298113313224	True	"""Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"	139	98	6	15719	0.0612244897959183	0.0431654676258992	query_1	['GO:0043161', 'GO:0061136', 'GO:2000058']	['GSK3B', 'HSP90AB1', 'ELOB', 'DDRGK1', 'UFL1', 'RBX1']
538	GO:BP	GO:0010942	positive regulation of cell death	0.0013301645269034	True	"""Any process that increases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	574	98	12	15719	0.1224489795918367	0.0209059233449477	query_1	['GO:0008219', 'GO:0010941', 'GO:0048522']	['GSK3B', 'TNFRSF1A', 'RBCK1', 'TNF', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'TRAF2', 'CASP8', 'FBXW7', 'BCL10']
539	GO:BP	GO:0050729	positive regulation of inflammatory response	0.0013773161681916	True	"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	140	98	6	15719	0.0612244897959183	0.0428571428571428	query_1	['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']	['TNFRSF1A', 'TNF', 'RIPK1', 'TRADD', 'NFKBIA', 'STAT5B']
540	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.0013872913504898	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	98	8	15719	0.0816326530612244	0.0303030303030303	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['MAP3K8', 'RELA', 'TNF', 'FADD', 'MALT1', 'TRAF6', 'BCL10', 'STAT5B']
541	GO:BP	GO:0045185	maintenance of protein location	0.001398994489618	True	"""Any process in which a protein is maintained in a location and prevented from moving elsewhere. These include sequestration, stabilization to prevent transport elsewhere and the active retrieval of proteins that do move away."" [GOC:bf]"	90	98	5	15719	0.0510204081632653	0.0555555555555555	query_1	['GO:0008104', 'GO:0051235']	['NFKBIE', 'NFKBIB', 'OS9', 'SKP1', 'NFKBIA']
542	GO:BP	GO:0071731	response to nitric oxide	0.0014018648796268	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus."" [GOC:mah, GOC:yaf]"	20	98	3	15719	0.0306122448979591	0.15	query_1	['GO:0010035', 'GO:1901698', 'GO:1901700']	['EGLN1', 'CFLAR', 'TRAF2']
543	GO:BP	GO:0032502	developmental process	0.0014018648796268	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6018	98	55	15719	0.5612244897959183	0.0091392489199069	query_1	['GO:0008150']	['SHARPIN', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'METTL21C', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'EGLN1', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'TAB1', 'BIRC3', 'GH1', 'GHR', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'NFKBIA', 'CASP8', 'CUL1', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
